85083895007	85083874138
85083874138	85083887165
85083874138	85083882865
85083874138	85083873161
85083874138	85083805516
85083874138	85083792523
85083874138	85083782029
85083874138	85054844132
85083874138	85054828662
85083897425	85083876485
85083897425	85083844476
85083897425	85083834189
85083897425	85046809796
85083887165	85083792523
85083887165	85048501565
85083873161	85067494360
85083873161	85054515527
85083844476	85059558271
85083834189	85078483594
85083808111	85074810024
85074810024	85020087387
85083805516	85045875575
85083800313	85074270116
85083800313	85077537606
85083800313	85064925817
85083800313	85072305451
85083800313	85072037867
85083800313	85048993051
85077537606	85077538652
85064925817	85072122600
85048993051	85073278434
85083745140	85083734553
85083734553	85083729997
85083734553	85083725688
85083734553	85083718532
85083734553	85083705599
85083734553	85083713170
85083734553	85083690808
85083734553	85082794132
85083734553	85082496763
85083734553	85082458339
85083734553	85078636072
85083734553	85075119633
85083734553	85064317291
85083734553	85042126792
85083642945	85083669702
85083642945	85061249003
85083669702	85061249003
85083669702	85020492664
85083511318	85083511318
85083511318	85043784805
85083486774	85083486774
85083486774	85044867629
85083486774	85018286122
85082621246	85065067434
85065067434	85052937393
85065067434	85046036530
85082602400	85082598178
85082602400	85082594838
85082598178	85055881357
85082598178	85052106578
85082598178	85023161654
85082585126	85082624756
85082624756	85082574632
85082624756	85071537452
85082624756	85067241370
85082574632	85042717524
85082496763	85048850210
85082496763	85046679158
85082496763	85046407199
85082496763	85040764956
85082496763	85022058316
85082458339	85051509885
85082458339	85031420384
85081249760	85067853396
85081249760	85064228224
85067853396	85069521567
85067853396	85064228224
85067853396	85061670742
85067853396	85058565923
85067853396	85054432929
85067853396	85047617411
85067853396	85044852359
85067853396	85041537313
85064228224	85074473796
85064228224	85070676025
85064228224	85064194064
85064228224	85061670742
85064228224	85048571691
85064228224	85047617411
85079804807	85074291812
85074291812	85077531494
85079801811	85079825739
85079801811	85074475997
85079801811	85069609680
85079801811	85062421090
85079801811	85023161654
85079825739	85079792418
85079825739	85079770109
85079825739	85079746265
85079825739	85069609680
85079825739	85063396564
85079825739	85062421090
85079825739	85055881357
85079825739	85050699969
85079825739	85044862489
85079825739	85041621124
85079825739	85037056339
85079825739	85017272296
85079770109	85079770109
85079770109	85072578416
85079770109	85044862489
85079770109	85041314359
85072578416	85063396564
85072578416	85041314359
85072578416	85035106254
85072578416	85019167135
85079746265	85048709523
85079395587	85079395587
85079395587	85065800409
85079395587	85054192789
85078197324	85078201248
85078201248	85078182525
85078201248	85078165382
85078201248	85078167217
85078201248	85078160729
85078201248	85078155489
85078201248	85078138736
85078201248	85077001106
85078182525	85068455722
85078172509	85073573558
85078172509	85078337531
85078172509	85055427044
85078172509	85049693249
85073573558	85073524708
85073573558	85055427044
85073573558	85049693249
85073573558	85043235856
85078337531	85074040071
85078337531	85055427044
85078337531	85049693249
85078155489	85046135236
85077927951	85077913177
85077927951	85046153205
85077913177	85046158672
85077913177	85046153205
85077922583	85077925009
85077922583	85057426944
85077922583	85052107793
85077922583	85048297767
85077922583	85046160757
85077922583	85046150920
85077925009	85046150920
85077900405	85079791704
85077900405	85073594981
85077873987	85077876508
85077873987	85067314349
85077873987	85054556353
85077876508	85070394880
85077876508	85068169142
85077876508	85067314349
85077876508	85042365147
85077876508	85033408734
85077876508	85005949746
85077755690	85077744102
85077755690	85077457277
85077755690	85074070738
85077755690	85072516444
85077755690	85072337235
85077755690	85034228120
85077744102	85077752194
85077744102	85077751809
85077744102	85077751913
85077744102	85077747696
85077744102	85074692384
85077744102	85056100960
85077757241	85077753707
85077757241	85037638027
85077753707	85077754350
85077753707	85077747595
85077753707	85077740030
85077754350	85051501090
85077752194	85077747696
85077752194	85077751809
85077752194	85056566270
85077752194	85051222256
85077752194	85051174688
85077752194	85041485240
85077752194	85041471431
85077747696	85077751809
85077747696	85073255886
85077747696	85056087970
85077747696	85043986157
85077751809	85062498341
85077751809	85056100960
85077751809	85055088866
85077751809	85044639695
85077751809	85044633626
85077751809	85042439055
85077751809	85041476474
85077751913	85056566270
85077751913	85051184900
85077751913	85050729421
85077751913	85049569400
85077751913	85039784640
85077747595	85046482722
85077632534	85077607810
85077607810	85045943175
85077551943	85082833568
85077551943	85047941662
85077551943	85044613529
85077551943	85038833507
85082833568	85059249967
85082833568	85049235967
85077537532	85078654683
85077537532	85055352349
85078654683	85041181101
85077460589	85077460589
85077460589	85073219426
85077460589	85053116726
85077460589	85041299938
85077457277	85071899844
85077457277	85069802606
85077457277	85065715927
85077457277	85075830661
85077457277	85054359353
85077457277	85052994583
85077457277	85052195581
85077457277	85051219854
85077457277	85050666329
85077457277	85045065322
85077457277	85042216233
85077454707	85074164676
85077454707	85047101668
85077454707	85044632370
85077447832	85077447832
85077447832	85054432902
85077447832	85019630870
85077394825	85077375978
85077394825	85043475219
85077375978	85077391754
85077375978	85077384447
85077375978	85077377348
85077375978	85077362768
85077375978	85077363635
85077394593	85077378075
85077378075	85053459673
85077388160	85077355123
85077355123	85049300457
85077355123	85044273092
85077355123	85042360776
85077355123	85041549223
85077355123	85039849807
85077355123	85035110150
85077384447	85054523150
85077384447	85038624126
85077378787	85077398481
85077398481	85076396599
85077398481	85076228890
85077398481	85074852288
85077398481	85073985645
85077398481	85069869228
85077398481	85063679253
85077365219	85077387740
85077365219	85041822463
85077387740	85045938026
85077387740	85045903959
85077387740	85045894053
85077387740	85045270025
85077387740	85042083058
85077363635	85042933114
85077363635	85042920741
85077329343	85072120090
85077329343	85053505575
85053505575	85075926797
85053505575	85046148438
85077324941	85074602992
85074602992	85054088059
85077312342	85077312342
85077312342	85043504846
85077170166	85077163442
85077170166	85054568605
85077170166	85048509565
85077170166	85048497604
85077163442	85048497604
85077163442	85019147841
85077163442	85019116949
85077163442	84990966171
85077167136	85077161708
85077167136	85046083208
85077161708	85045898072
85077091237	85077059141
85077091237	85068262367
85077091237	85060955822
85077091237	85060923495
85077091237	85051847156
85077059141	85077075709
85077059141	85077073896
85077059141	85077068539
85077059141	85077057420
85077059141	85077042953
85077059141	85077042804
85077059141	85077041841
85077059141	85077029443
85077059141	85077020738
85077059141	85060939093
85077075709	85077057420
85077075709	85060955822
85077075709	85060939587
85077075709	85060923495
85077075709	85060911419
85077057420	85077042804
85077057420	85077146345
85077057420	85077041841
85077057420	85077042953
85077057420	85060939093
85077057420	85051867510
85077042804	85077042953
85077042804	85077146345
85077042804	85060939093
85077042804	85051867510
85077146345	85077042953
85077146345	85060939093
85077041841	85077042953
85077041841	85060939093
85077041841	85051867510
85077042953	85060939093
85077042953	85051867510
85077029443	85068265914
85077029443	85060939587
85077029443	85060939093
85077029443	85056755105
85077029443	85051867510
85077029443	85051840432
85077008823	85076946293
85077008823	85076962382
85077008823	85076958890
85077008823	85053277437
85077008823	85052204651
85077008823	85048563039
85076946293	85077007829
85076946293	85076970404
85076946293	85076962382
85076946293	85076958890
85076946293	85076951231
85076946293	85072873508
85076946293	85072872753
85076946293	85072290128
85076946293	85072272279
85077007829	85054134819
85077001106	85053704170
85076962382	85076958890
85076866875	85076844074
85076844074	85076861554
85076844074	85076852502
85076844074	85076853471
85076844074	85076843960
85076844074	85076839973
85076844074	85076829741
85076861554	85046132506
85076829741	85061245891
85076795992	85081205250
85076795992	85077281115
85081205250	85050990236
85081205250	85050085950
85077281115	85060387554
85077281115	85060371722
85076787577	85076780714
85076787577	85059822099
85076787577	85038929515
85076780714	85076767936
85076780714	85076752075
85076780714	85076730280
85076780714	85074639910
85076780714	85073476632
85076780714	85073457909
85076780714	85073447275
85076780714	85073420488
85076780714	85073413745
85076780714	85073285878
85076780714	85050366244
85076780714	85050358314
85076780714	85050357289
85076780714	85050356649
85076780714	85050355997
85076780714	85050351553
85076780714	85050349915
85076780714	85050340329
85076780714	85050339275
85076775148	85078309540
85076775148	85078778764
85076775148	85077248008
85078309540	85069439141
85078309540	85060477965
85078778764	85072151366
85078778764	85060496002
85076753108	85077256747
85076753108	85043238374
85076753108	85018523845
85076744540	85077251731
85076744540	85060381382
85076744540	85060059497
85076744540	85058451992
85076744540	85055591525
85076744540	85052324618
85077251731	85069510484
85077251731	85069450629
85076723567	85076916204
85076723567	85074037626
85076723567	85073449021
85076723567	85071934322
85076723567	85056728876
85076916204	85056744584
85076916204	85056735363
85076694414	85081255910
85076694414	85041575021
85076610611	85076607109
85076610611	85073498865
85076610611	85039804514
85076607109	85075871618
85076607109	85073498865
85076607109	85053542834
85076607109	85027702869
85076605689	85077925527
85076605689	85056761869
85076605689	85049964627
85077925527	85076595339
85077925527	85076596197
85077925527	85076528330
85077925527	85076252311
85077925527	85076252686
85077925527	85075442198
85077925527	85075418650
85077925527	85075382996
85077925527	85074526476
85077925527	85074142143
85077925527	85071850432
85077925527	85071303142
85077925527	85071082227
85077925527	85069639642
85076595339	84994709927
85076596197	85066053557
85076596197	85061536323
85076596197	85041829757
85076590828	85076589281
85076589281	85068481340
85076589281	85067051738
85076589281	85061271355
85076589281	85009787126
